year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,3,9,1220,50,1506,29,UA,N510UA,703,JFK,LAX,324,2475,12,20
2013,3,9,1222,67,1456,32,B6,N806JB,673,JFK,LAX,317,2475,12,22
2013,3,9,1250,50,1540,30,AA,N329AA,3,JFK,LAX,328,2475,12,50
2013,3,9,1320,-5,1618,-32,VX,N625VA,411,JFK,LAX,332,2475,13,20
2013,3,9,1324,4,1616,-12,UA,N57111,1584,EWR,LAX,326,2454,13,24
2013,3,9,1344,-1,1648,-17,AA,N336AA,117,JFK,LAX,334,2475,13,44
2013,3,9,1453,-2,1740,-45,DL,N707TW,963,JFK,LAX,322,2475,14,53
2013,3,9,1516,1,1800,-25,UA,N48127,1665,EWR,LAX,319,2454,15,16
2013,3,9,1543,-2,1844,-26,AA,N338AA,133,JFK,LAX,322,2475,15,43
2013,3,9,1544,-1,1855,-2,UA,N557UA,841,JFK,LAX,326,2475,15,44
2013,3,9,1554,-6,1848,-42,DL,N711ZX,1461,JFK,LAX,334,2475,15,54
2013,3,9,1654,9,1946,-19,AA,N319AA,181,JFK,LAX,322,2475,16,54
2013,3,9,1656,1,1945,-45,VX,N641VA,413,JFK,LAX,327,2475,16,56
2013,3,9,1742,2,2028,-36,DL,N718TW,127,JFK,LAX,324,2475,17,42
2013,3,9,1750,-5,2035,-39,B6,N661JB,675,JFK,LAX,318,2475,17,50
2013,3,9,1758,8,2025,-30,UA,N75853,1721,EWR,LAX,297,2454,17,58
2013,3,9,1816,-4,2113,-37,AA,N3GFAA,119,EWR,LAX,321,2454,18,16
2013,3,9,1857,-3,2146,-50,DL,N717TW,87,JFK,LAX,322,2475,18,57
2013,3,9,1900,-5,2159,-26,AA,N328AA,21,JFK,LAX,329,2475,19,0
2013,3,9,1949,74,2239,52,UA,N525UA,535,JFK,LAX,323,2475,19,49
2013,3,9,2022,17,2317,-13,VX,N635VA,415,JFK,LAX,311,2475,20,22
2013,3,9,2134,-1,51,1,AA,N323AA,185,JFK,LAX,332,2475,21,34
2013,3,9,2151,66,35,38,B6,N615JB,677,JFK,LAX,316,2475,21,51
2013,3,10,652,-3,953,-22,UA,N811UA,387,EWR,LAX,321,2454,6,52
2013,3,10,705,5,950,-40,DL,N711ZX,763,JFK,LAX,309,2475,7,5
2013,3,10,724,9,949,-48,B6,N763JB,671,JFK,LAX,306,2475,7,24
2013,3,10,727,-3,958,-62,AA,N335AA,33,JFK,LAX,307,2475,7,27
2013,3,10,858,-1,1136,-30,UA,N508UA,443,JFK,LAX,310,2475,8,58
2013,3,10,859,-1,1154,-26,AA,N327AA,1,JFK,LAX,326,2475,8,59
2013,3,10,901,1,1147,-37,DL,N702TW,120,JFK,LAX,325,2475,9,1
2013,3,10,929,19,1205,-30,VX,N624VA,407,JFK,LAX,315,2475,9,29
2013,3,10,930,60,1207,17,UA,N77871,112,EWR,LAX,301,2454,9,30
2013,3,10,1028,-2,1313,-27,AA,N320AA,19,JFK,LAX,314,2475,10,28
2013,3,10,1029,0,1300,-44,UA,N37465,1605,EWR,LAX,308,2454,10,29
2013,3,10,1127,12,1412,-12,B6,N637JB,673,JFK,LAX,315,2475,11,27
2013,3,10,1128,-2,1412,-25,UA,N557UA,703,JFK,LAX,316,2475,11,28
2013,3,10,1154,-6,1439,-31,AA,N338AA,3,JFK,LAX,323,2475,11,54
2013,3,10,1155,-5,1438,-33,DL,N704X ,863,JFK,LAX,328,2475,11,55
2013,3,10,1314,-6,1551,-39,UA,N58101,1054,EWR,LAX,315,2454,13,14
2013,3,10,1322,-3,1610,-40,VX,N639VA,411,JFK,LAX,322,2475,13,22
2013,3,10,1341,-4,1616,-49,AA,N336AA,117,JFK,LAX,314,2475,13,41
2013,3,10,1439,-6,1723,-56,DL,N713TW,963,JFK,LAX,321,2475,14,39
2013,3,10,1526,1,1816,-18,UA,N12109,1002,EWR,LAX,319,2454,15,26
2013,3,10,1537,-8,1822,-48,AA,N329AA,133,JFK,LAX,315,2475,15,37
2013,3,10,1559,-1,1917,-17,DL,N705TW,1461,JFK,LAX,330,2475,15,59
2013,3,10,1622,37,1905,1,UA,N34131,132,JFK,LAX,314,2475,16,22
2013,3,10,1640,-5,1919,-46,AA,N323AA,181,JFK,LAX,306,2475,16,40
2013,3,10,1723,-2,2038,-22,DL,N717TW,127,JFK,LAX,333,2475,17,23
2013,3,10,1725,30,2013,-17,VX,N641VA,413,JFK,LAX,318,2475,17,25
2013,3,10,1751,81,2036,42,B6,N563JB,675,JFK,LAX,319,2475,17,51
2013,3,10,1806,11,2119,12,UA,N525UA,535,JFK,LAX,340,2475,18,6
2013,3,10,1813,-7,2106,-44,AA,N3GWAA,119,EWR,LAX,318,2454,18,13
2013,3,10,1828,43,,,UA,N75851,1721,EWR,LAX,,2454,18,28
2013,3,10,1900,0,2243,3,DL,N718TW,87,JFK,LAX,338,2475,19,0
2013,3,10,2014,-11,2239,-50,UA,N554UA,771,JFK,LAX,296,2475,20,14
2013,3,10,2035,30,2342,12,VX,N642VA,415,JFK,LAX,320,2475,20,35
2013,3,10,2037,37,2318,-7,UA,N39416,1466,EWR,LAX,317,2454,20,37
2013,3,10,2051,6,2349,-8,B6,N807JB,677,JFK,LAX,318,2475,20,51
2013,3,10,2104,4,17,-15,DL,N721TW,2363,JFK,LAX,328,2475,21,4
2013,3,10,2124,139,2352,87,AA,N335AA,21,JFK,LAX,307,2475,21,24
2013,3,10,2208,33,30,-20,AA,N324AA,185,JFK,LAX,305,2475,22,8
2013,3,11,602,-8,915,-10,UA,N557UA,797,JFK,LAX,341,2475,6,2
2013,3,11,644,6,934,-17,UA,N511UA,387,EWR,LAX,317,2454,6,44
2013,3,11,658,-2,952,-38,DL,N704X ,763,JFK,LAX,318,2475,6,58
2013,3,11,708,-2,1006,-29,VX,N636VA,399,JFK,LAX,332,2475,7,8
2013,3,11,718,3,1016,-21,B6,N712JB,671,JFK,LAX,327,2475,7,18
2013,3,11,730,0,1018,-42,AA,N320AA,33,JFK,LAX,325,2475,7,30
2013,3,11,832,1,1118,-33,UA,N57855,1223,EWR,LAX,318,2454,8,32
2013,3,11,835,-5,1124,-26,UA,N560UA,443,JFK,LAX,327,2475,8,35
2013,3,11,856,-4,1201,-23,DL,N723TW,120,JFK,LAX,322,2475,8,56
2013,3,11,903,3,1202,-18,AA,N328AA,1,JFK,LAX,334,2475,9,3
2013,3,11,908,-2,1215,-20,VX,N641VA,407,JFK,LAX,337,2475,9,8
2013,3,11,1021,-9,1306,-34,AA,N329AA,19,JFK,LAX,325,2475,10,21
2013,3,11,1033,-1,1330,-20,UA,N35204,1735,EWR,LAX,333,2454,10,33
2013,3,11,1110,-5,1355,-29,B6,N804JB,673,JFK,LAX,326,2475,11,10
2013,3,11,1129,-1,1418,-19,UA,N505UA,703,JFK,LAX,327,2475,11,29
2013,3,11,1156,-4,1436,-34,AA,N338AA,3,JFK,LAX,320,2475,11,56
2013,3,11,1157,-3,1453,-18,DL,N722TW,863,JFK,LAX,325,2475,11,57
2013,3,11,1316,-4,1613,-15,UA,N14121,1054,EWR,LAX,328,2454,13,16
2013,3,11,1323,-2,1620,-30,VX,N640VA,411,JFK,LAX,334,2475,13,23
2013,3,11,1341,-4,1630,-35,AA,N323AA,117,JFK,LAX,327,2475,13,41
2013,3,11,1514,4,1800,-18,UA,N12116,1600,EWR,LAX,325,2454,15,14
2013,3,11,1544,-1,1939,29,AA,N319AA,133,JFK,LAX,336,2475,15,44
2013,3,11,1547,2,1930,23,UA,N34131,132,JFK,LAX,324,2475,15,47
2013,3,11,1558,-2,1935,1,DL,N721TW,1461,JFK,LAX,323,2475,15,58
2013,3,11,1629,-1,2017,23,B6,N794JB,675,JFK,LAX,339,2475,16,29
2013,3,11,1640,115,1959,100,DL,N723TW,963,JFK,LAX,323,2475,16,40
2013,3,11,1719,34,2031,26,AA,N324AA,181,JFK,LAX,337,2475,17,19
2013,3,11,1725,0,2025,-35,DL,N711ZX,127,JFK,LAX,321,2475,17,25
2013,3,11,1750,-3,2057,-8,UA,N554UA,535,JFK,LAX,337,2475,17,50
2013,3,11,1802,67,2104,34,VX,N622VA,413,JFK,LAX,327,2475,18,2
2013,3,11,1814,-6,2109,-41,AA,N3BFAA,119,EWR,LAX,322,2454,18,14
2013,3,11,1847,57,2155,54,UA,N57868,1139,EWR,LAX,324,2454,18,47
2013,3,11,1853,-7,2158,-42,DL,N713TW,87,JFK,LAX,331,2475,18,53
2013,3,11,1929,24,2218,-7,AA,N5FBAA,21,JFK,LAX,320,2475,19,29
2013,3,11,2004,-1,2315,-15,VX,N846VA,415,JFK,LAX,335,2475,20,4
2013,3,11,2019,-10,2309,-24,UA,N508UA,771,JFK,LAX,316,2475,20,19
2013,3,11,2040,-5,2349,-8,B6,N615JB,677,JFK,LAX,333,2475,20,40
2013,3,11,2055,-5,2353,-39,DL,N705TW,2363,JFK,LAX,326,2475,20,55
2013,3,11,2200,25,50,0,AA,N320AA,185,JFK,LAX,325,2475,22,0
2013,3,12,603,-7,902,-23,UA,N510UA,797,JFK,LAX,327,2475,6,3
2013,3,12,636,-2,932,-19,UA,N556UA,387,EWR,LAX,321,2454,6,36
2013,3,12,700,0,1034,4,DL,N712TW,763,JFK,LAX,331,2475,7,0
2013,3,12,710,0,1027,-8,VX,N641VA,399,JFK,LAX,338,2475,7,10
2013,3,12,714,-1,1005,-32,B6,N784JB,671,JFK,LAX,323,2475,7,14
2013,3,12,726,-4,1024,-36,AA,N329AA,33,JFK,LAX,325,2475,7,26
2013,3,12,836,5,1119,-39,UA,N76514,1223,EWR,LAX,322,2454,8,36
2013,3,12,838,-2,1156,6,UA,N505UA,443,JFK,LAX,320,2475,8,38
2013,3,12,856,-4,1152,-32,DL,N624AG,120,JFK,LAX,308,2475,8,56
2013,3,12,907,-3,1213,-22,VX,N622VA,407,JFK,LAX,330,2475,9,7
2013,3,12,946,46,1221,1,AA,N335AA,1,JFK,LAX,318,2475,9,46
2013,3,12,1027,-3,1302,-38,AA,N324AA,19,JFK,LAX,309,2475,10,27
2013,3,12,1032,-2,1310,-40,UA,N17229,1735,EWR,LAX,321,2454,10,32
2013,3,12,1127,-3,1355,-42,UA,N554UA,703,JFK,LAX,312,2475,11,27
2013,3,12,1133,18,1400,-24,B6,N630JB,673,JFK,LAX,310,2475,11,33
2013,3,12,1157,-3,1433,-37,AA,N338AA,3,JFK,LAX,315,2475,11,57
2013,3,12,1200,0,1456,-15,DL,N713TW,863,JFK,LAX,325,2475,12,0
2013,3,12,1319,-1,1600,-28,UA,N14106,1054,EWR,LAX,321,2454,13,19
2013,3,12,1323,-2,1627,-23,VX,N623VA,411,JFK,LAX,328,2475,13,23
2013,3,12,1343,-2,1620,-45,AA,N328AA,117,JFK,LAX,313,2475,13,43
2013,3,12,1507,-3,1802,-16,UA,N41135,1600,EWR,LAX,316,2454,15,7
2013,3,12,1508,23,1820,1,DL,N722TW,963,JFK,LAX,324,2475,15,8
2013,3,12,1539,-6,1907,-3,AA,N319AA,133,JFK,LAX,325,2475,15,39
2013,3,12,1554,-6,1944,10,DL,N704X ,1461,JFK,LAX,335,2475,15,54
2013,3,12,1609,24,1956,49,UA,N12114,132,JFK,LAX,333,2475,16,9
2013,3,12,1657,27,,,B6,N625JB,675,JFK,LAX,,2475,16,57
2013,3,12,1702,17,2048,43,AA,N320AA,181,JFK,LAX,333,2475,17,2
2013,3,12,1719,-6,2044,-16,DL,N705TW,127,JFK,LAX,313,2475,17,19
2013,3,12,1752,2,2035,-33,UA,N33292,1721,EWR,LAX,322,2454,17,52
2013,3,12,1816,-4,2105,-45,AA,N3FLAA,119,EWR,LAX,325,2454,18,16
2013,3,12,1854,-6,2206,-34,DL,N711ZX,87,JFK,LAX,325,2475,18,54
2013,3,12,1906,1,2151,-34,AA,N336AA,21,JFK,LAX,315,2475,19,6
2013,3,12,1951,176,2250,140,VX,N630VA,413,JFK,LAX,332,2475,19,51
2013,3,12,1957,124,2300,115,UA,N508UA,535,JFK,LAX,324,2475,19,57
2013,3,12,2033,28,2334,4,VX,N638VA,415,JFK,LAX,328,2475,20,33
2013,3,12,2049,20,2323,-10,UA,N525UA,771,JFK,LAX,311,2475,20,49
2013,3,12,2102,2,13,-19,DL,N718TW,2363,JFK,LAX,338,2475,21,2
2013,3,12,2304,139,218,141,B6,N636JB,677,JFK,LAX,325,2475,23,4
2013,3,12,2305,90,157,67,AA,N327AA,185,JFK,LAX,320,2475,23,5
2013,3,13,620,10,917,-8,UA,N557UA,797,JFK,LAX,318,2475,6,20
2013,3,13,634,-4,924,-27,UA,N537UA,387,EWR,LAX,312,2454,6,34
2013,3,13,656,-4,1002,-28,DL,N723TW,763,JFK,LAX,320,2475,6,56
2013,3,13,708,-2,1012,-23,VX,N635VA,399,JFK,LAX,328,2475,7,8
2013,3,13,710,-5,1005,-32,B6,N708JB,671,JFK,LAX,317,2475,7,10
2013,3,13,721,-9,1018,-42,AA,N324AA,33,JFK,LAX,322,2475,7,21
2013,3,13,835,4,1131,-27,UA,N76505,1651,EWR,LAX,318,2454,8,35
2013,3,13,841,1,1142,-8,UA,N512UA,443,JFK,LAX,322,2475,8,41
2013,3,13,852,-8,1149,-35,DL,N718TW,120,JFK,LAX,318,2475,8,52
2013,3,13,901,1,1156,-24,AA,N338AA,1,JFK,LAX,322,2475,9,1
2013,3,13,944,34,1224,-11,VX,N630VA,407,JFK,LAX,319,2475,9,44
2013,3,13,1021,-9,1256,-44,AA,N323AA,19,JFK,LAX,312,2475,10,21
2013,3,13,1048,19,1320,-23,UA,N815UA,658,EWR,LAX,314,2454,10,48
2013,3,13,1115,0,1353,-31,B6,N805JB,673,JFK,LAX,324,2475,11,15
2013,3,13,1128,-2,1409,-28,UA,N560UA,703,JFK,LAX,323,2475,11,28
2013,3,13,1153,-7,1432,-38,AA,N336AA,3,JFK,LAX,319,2475,11,53
2013,3,13,1205,5,1449,-22,DL,N727TW,863,JFK,LAX,324,2475,12,5
2013,3,13,1317,-8,1617,-33,VX,N633VA,411,JFK,LAX,333,2475,13,17
2013,3,13,1325,-3,1603,-33,UA,N21108,1054,EWR,LAX,315,2454,13,25
2013,3,13,1338,-7,1637,-28,AA,N335AA,117,JFK,LAX,326,2475,13,38
2013,3,13,1450,5,1731,-48,DL,N704X ,963,JFK,LAX,310,2475,14,50
2013,3,13,1505,-5,1759,-19,UA,N14102,1600,EWR,LAX,324,2454,15,5
2013,3,13,1543,-2,1819,-51,AA,N328AA,133,JFK,LAX,313,2475,15,43
2013,3,13,1555,-5,1850,-44,DL,N718TW,1461,JFK,LAX,313,2475,15,55
2013,3,13,1556,11,1845,-22,UA,N41135,132,JFK,LAX,322,2475,15,56
2013,3,13,1638,8,1926,-28,B6,N636JB,675,JFK,LAX,325,2475,16,38
2013,3,13,1649,4,1950,-15,AA,N327AA,181,JFK,LAX,324,2475,16,49
2013,3,13,1654,-1,2011,-19,VX,N636VA,413,JFK,LAX,331,2475,16,54
2013,3,13,1723,-2,2019,-41,DL,N721TW,127,JFK,LAX,327,2475,17,23
2013,3,13,1748,-2,2047,-21,UA,N76519,1721,EWR,LAX,328,2454,17,48
2013,3,13,1812,-8,2055,-55,AA,N3CCAA,119,EWR,LAX,315,2454,18,12
2013,3,13,1812,19,2056,-9,UA,N525UA,535,JFK,LAX,318,2475,18,12
2013,3,13,1856,-4,2214,-26,DL,N722TW,87,JFK,LAX,319,2475,18,56
2013,3,13,1904,-1,2132,-53,AA,N329AA,21,JFK,LAX,307,2475,19,4
2013,3,13,2016,11,2301,-29,VX,N629VA,415,JFK,LAX,323,2475,20,16
2013,3,13,2047,2,2327,-30,B6,N806JB,677,JFK,LAX,320,2475,20,47
2013,3,13,2059,-1,8,-24,DL,N713TW,2363,JFK,LAX,328,2475,20,59
2013,3,13,2111,42,2359,26,UA,N555UA,771,JFK,LAX,315,2475,21,11
2013,3,13,2134,-1,22,-28,AA,N324AA,185,JFK,LAX,317,2475,21,34
2013,3,14,613,3,903,-22,UA,N560UA,797,JFK,LAX,329,2475,6,13
2013,3,14,635,-3,921,-30,UA,N503UA,387,EWR,LAX,319,2454,6,35
2013,3,14,654,-6,955,-35,DL,N707TW,763,JFK,LAX,330,2475,6,54
2013,3,14,710,0,1015,-20,VX,N628VA,399,JFK,LAX,332,2475,7,10
2013,3,14,714,-1,957,-40,B6,N627JB,671,JFK,LAX,319,2475,7,14
2013,3,14,729,-1,1019,-41,AA,N323AA,33,JFK,LAX,322,2475,7,29
2013,3,14,826,-5,1139,-12,UA,N57852,1223,EWR,LAX,338,2454,8,26
2013,3,14,838,-2,1133,-17,UA,N508UA,443,JFK,LAX,315,2475,8,38
2013,3,14,857,-3,1154,-26,AA,N336AA,1,JFK,LAX,313,2475,8,57
2013,3,14,859,-1,1210,-14,DL,N624AG,120,JFK,LAX,337,2475,8,59
2013,3,14,924,14,1210,-25,VX,N636VA,407,JFK,LAX,319,2475,9,24
2013,3,14,1025,-5,1303,-37,AA,N328AA,19,JFK,LAX,318,2475,10,25
2013,3,14,1030,-4,1316,-34,UA,N76505,1401,EWR,LAX,323,2454,10,30
2013,3,14,1115,0,1352,-32,B6,N796JB,673,JFK,LAX,319,2475,11,15
2013,3,14,1127,-3,1403,-34,UA,N510UA,703,JFK,LAX,320,2475,11,27
2013,3,14,1155,-5,1433,-38,DL,N722TW,863,JFK,LAX,316,2475,11,55
2013,3,14,1159,-1,1439,-31,AA,N329AA,3,JFK,LAX,318,2475,11,59
2013,3,14,1319,-6,1609,-41,VX,N630VA,411,JFK,LAX,324,2475,13,19
2013,3,14,1341,13,1626,-10,UA,N26123,1054,EWR,LAX,318,2454,13,41
2013,3,14,1342,-3,1615,-50,AA,N320AA,117,JFK,LAX,309,2475,13,42
2013,3,14,1500,15,1754,-25,DL,N723TW,963,JFK,LAX,314,2475,15,0
2013,3,14,1537,27,1821,3,UA,N34137,1665,EWR,LAX,318,2454,15,37
2013,3,14,1548,3,1836,-34,AA,N338AA,133,JFK,LAX,311,2475,15,48
2013,3,14,1551,6,1846,-21,UA,N34131,132,JFK,LAX,313,2475,15,51
2013,3,14,1600,0,1913,-21,DL,N624AG,1461,JFK,LAX,314,2475,16,0
2013,3,14,1639,9,1935,-19,B6,N648JB,675,JFK,LAX,313,2475,16,39
2013,3,14,1645,0,1957,-8,AA,N324AA,181,JFK,LAX,318,2475,16,45
2013,3,14,1715,20,2018,-12,VX,N626VA,413,JFK,LAX,320,2475,17,15
2013,3,14,1726,1,2033,-27,DL,N713TW,127,JFK,LAX,315,2475,17,26
2013,3,14,1800,7,2048,-17,UA,N555UA,535,JFK,LAX,310,2475,18,0
2013,3,14,1815,25,2113,12,UA,N75854,1139,EWR,LAX,307,2454,18,15
2013,3,14,1816,-4,2056,-54,AA,N3GFAA,119,EWR,LAX,311,2454,18,16
2013,3,14,1858,-2,2231,-9,DL,N721TW,87,JFK,LAX,311,2475,18,58
2013,3,14,1906,1,2144,-41,AA,N335AA,21,JFK,LAX,304,2475,19,6
2013,3,14,2012,7,2315,-15,VX,N624VA,415,JFK,LAX,319,2475,20,12
2013,3,14,2036,7,2311,-22,UA,N532UA,771,JFK,LAX,305,2475,20,36
2013,3,14,2041,-4,2318,-39,B6,N625JB,677,JFK,LAX,308,2475,20,41
2013,3,14,2059,-1,2330,-62,DL,N707TW,2363,JFK,LAX,306,2475,20,59
2013,3,14,2147,12,37,-13,AA,N323AA,185,JFK,LAX,309,2475,21,47
2013,3,15,605,-5,852,-33,UA,N505UA,797,JFK,LAX,325,2475,6,5
2013,3,15,635,-3,916,-35,UA,N569UA,387,EWR,LAX,317,2454,6,35
2013,3,15,703,3,1014,-16,DL,N722TW,763,JFK,LAX,336,2475,7,3
2013,3,15,708,-2,1009,-26,VX,N636VA,399,JFK,LAX,327,2475,7,8
2013,3,15,714,-1,1008,-29,B6,N658JB,671,JFK,LAX,327,2475,7,14
2013,3,15,727,-3,1006,-54,AA,N319AA,33,JFK,LAX,322,2475,7,27
2013,3,15,835,4,1129,-22,UA,N57855,1223,EWR,LAX,328,2454,8,35
2013,3,15,842,2,1147,-3,UA,N555UA,443,JFK,LAX,339,2475,8,42
2013,3,15,857,-3,1222,1,DL,N624AG,120,JFK,LAX,342,2475,8,57
2013,3,15,858,-2,1152,-28,AA,N329AA,1,JFK,LAX,319,2475,8,58
2013,3,15,915,5,1214,-21,VX,N626VA,407,JFK,LAX,338,2475,9,15
2013,3,15,1027,-3,1310,-30,AA,N335AA,19,JFK,LAX,328,2475,10,27
2013,3,15,1034,0,1330,-20,UA,N77295,1735,EWR,LAX,341,2454,10,34
2013,3,15,1134,19,1415,-9,B6,N793JB,673,JFK,LAX,326,2475,11,34
2013,3,15,1138,8,1428,-9,UA,N502UA,703,JFK,LAX,333,2475,11,38
2013,3,15,1155,-5,1455,-16,DL,N712TW,863,JFK,LAX,332,2475,11,55
2013,3,15,1156,-4,1454,-16,AA,N324AA,3,JFK,LAX,335,2475,11,56
2013,3,15,1323,-5,1618,-18,UA,N14102,1054,EWR,LAX,333,2454,13,23
2013,3,15,1326,1,1641,-9,VX,N639VA,411,JFK,LAX,347,2475,13,26
2013,3,15,1341,-4,1711,6,AA,N328AA,117,JFK,LAX,341,2475,13,41
2013,3,15,1441,-4,1747,-32,DL,N711ZX,963,JFK,LAX,337,2475,14,41
2013,3,15,1520,10,1833,15,UA,N14115,1600,EWR,LAX,345,2454,15,20
2013,3,15,1543,-2,1855,-15,AA,N339AA,133,JFK,LAX,344,2475,15,43
2013,3,15,1600,0,1918,-16,DL,N718TW,1461,JFK,LAX,336,2475,16,0
2013,3,15,1602,17,1944,37,UA,N33132,132,JFK,LAX,358,2475,16,2
2013,3,15,1635,5,1944,-10,B6,N607JB,675,JFK,LAX,342,2475,16,35
2013,3,15,1650,5,2003,-2,AA,N323AA,181,JFK,LAX,343,2475,16,50
2013,3,15,1653,-2,2008,-22,VX,N624VA,413,JFK,LAX,352,2475,16,53
2013,3,15,1722,-3,2027,-33,DL,N707TW,127,JFK,LAX,342,2475,17,22
2013,3,15,1748,-5,2111,6,UA,N554UA,535,JFK,LAX,356,2475,17,48
2013,3,15,1755,5,2103,2,UA,N57852,1139,EWR,LAX,331,2454,17,55
2013,3,15,1817,-3,2125,-25,AA,N3ELAA,119,EWR,LAX,347,2454,18,17
2013,3,15,1855,-10,2200,-25,AA,N320AA,21,JFK,LAX,332,2475,18,55
2013,3,15,1928,28,2308,28,DL,N713TW,87,JFK,LAX,338,2475,19,28
2013,3,15,2004,-1,2317,-13,VX,N851VA,415,JFK,LAX,349,2475,20,4
2013,3,15,2026,-3,2305,-28,UA,N560UA,771,JFK,LAX,314,2475,20,26
2013,3,15,2055,-5,13,-19,DL,N706TW,2363,JFK,LAX,346,2475,20,55
2013,3,15,2057,12,7,10,B6,N658JB,677,JFK,LAX,340,2475,20,57
2013,3,15,2135,0,34,-16,AA,N319AA,185,JFK,LAX,337,2475,21,35
2013,3,16,554,-6,1008,53,UA,N502UA,797,JFK,LAX,373,2475,5,54
2013,3,16,634,-6,952,-8,UA,N842UA,387,EWR,LAX,360,2454,6,34
2013,3,16,703,-7,1024,-11,VX,N633VA,399,JFK,LAX,354,2475,7,3
2013,3,16,836,-4,1233,46,UA,N554UA,443,JFK,LAX,352,2475,8,36
2013,3,16,851,-9,1229,9,AA,N335AA,1,JFK,LAX,358,2475,8,51
2013,3,16,853,23,1216,26,UA,N57868,161,EWR,LAX,341,2454,8,53
2013,3,16,857,-3,1208,-16,DL,N705TW,120,JFK,LAX,349,2475,8,57
2013,3,16,906,-4,1245,10,VX,N624VA,407,JFK,LAX,365,2475,9,6
2013,3,16,1022,-8,1329,-11,AA,N336AA,19,JFK,LAX,350,2475,10,22
2013,3,16,1110,-5,1427,3,B6,N632JB,673,JFK,LAX,358,2475,11,10
2013,3,16,1125,-5,1426,-11,UA,N508UA,703,JFK,LAX,343,2475,11,25
2013,3,16,1157,-3,1505,-5,AA,N338AA,3,JFK,LAX,349,2475,11,57
2013,3,16,1202,2,1524,16,DL,N718TW,863,JFK,LAX,350,2475,12,2
2013,3,16,1324,0,1648,16,UA,N17122,1584,EWR,LAX,355,2454,13,24
2013,3,16,1326,1,1700,10,VX,N628VA,411,JFK,LAX,367,2475,13,26
2013,3,16,1346,1,1740,35,AA,N324AA,117,JFK,LAX,372,2475,13,46
2013,3,16,1458,3,1844,19,DL,N722TW,963,JFK,LAX,366,2475,14,58
2013,3,16,1538,-7,1930,33,UA,N555UA,841,JFK,LAX,366,2475,15,38
2013,3,16,1544,29,1910,45,UA,N14120,1665,EWR,LAX,348,2454,15,44
2013,3,16,1546,1,1906,-4,AA,N320AA,133,JFK,LAX,355,2475,15,46
2013,3,16,1557,-3,1932,2,DL,N706TW,1461,JFK,LAX,359,2475,15,57
2013,3,16,1718,33,2105,60,AA,N319AA,181,JFK,LAX,365,2475,17,18
2013,3,16,1725,30,2108,38,VX,N641VA,413,JFK,LAX,370,2475,17,25
2013,3,16,1736,-4,2118,14,DL,N717TW,127,JFK,LAX,361,2475,17,36
2013,3,16,1749,-6,2132,18,B6,N641JB,675,JFK,LAX,364,2475,17,49
2013,3,16,1757,7,2143,48,UA,N75854,1721,EWR,LAX,359,2454,17,57
2013,3,16,1816,-4,2156,6,AA,N3JNAA,119,EWR,LAX,358,2454,18,16
2013,3,16,1826,-9,2222,35,UA,N560UA,535,JFK,LAX,372,2475,18,26
2013,3,16,1857,-3,2249,13,DL,N707TW,87,JFK,LAX,357,2475,18,57
2013,3,16,1900,-5,2225,0,AA,N328AA,21,JFK,LAX,347,2475,19,0
2013,3,16,2003,-2,2336,6,VX,N622VA,415,JFK,LAX,366,2475,20,3
2013,3,16,2045,0,7,10,B6,N627JB,677,JFK,LAX,360,2475,20,45
2013,3,16,2130,-5,48,-2,AA,N329AA,185,JFK,LAX,358,2475,21,30
2013,3,17,645,15,1004,21,UA,N559UA,387,EWR,LAX,356,2454,6,45
2013,3,17,701,1,1021,-9,DL,N721TW,763,JFK,LAX,342,2475,7,1
2013,3,17,708,-2,1057,22,VX,N625VA,399,JFK,LAX,378,2475,7,8
2013,3,17,721,6,1050,13,B6,N535JB,671,JFK,LAX,355,2475,7,21
2013,3,17,729,-1,1031,-29,AA,N335AA,33,JFK,LAX,346,2475,7,29
2013,3,17,829,-1,1136,-14,UA,N75858,161,EWR,LAX,344,2454,8,29
2013,3,17,839,-1,1151,4,UA,N557UA,443,JFK,LAX,341,2475,8,39
2013,3,17,853,-7,1239,19,AA,N323AA,1,JFK,LAX,375,2475,8,53
2013,3,17,902,-8,1241,6,VX,N641VA,407,JFK,LAX,376,2475,9,2
2013,3,17,1002,2,1324,9,UA,N73259,1605,EWR,LAX,363,2454,10,2
2013,3,17,1024,-6,1328,-12,AA,N327AA,19,JFK,LAX,340,2475,10,24
2013,3,17,1032,92,1349,85,DL,N707TW,120,JFK,LAX,350,2475,10,32
2013,3,17,1121,-9,1422,-15,UA,N512UA,703,JFK,LAX,339,2475,11,21
2013,3,17,1122,7,1435,11,B6,N583JB,673,JFK,LAX,352,2475,11,22
2013,3,17,1159,-1,1515,5,AA,N319AA,3,JFK,LAX,344,2475,11,59
2013,3,17,1159,-1,1515,4,DL,N624AG,863,JFK,LAX,352,2475,11,59
2013,3,17,1328,0,1651,13,UA,N29129,1054,EWR,LAX,351,2454,13,28
2013,3,17,1329,4,1655,5,VX,N621VA,411,JFK,LAX,360,2475,13,29
2013,3,17,1341,-4,1710,5,AA,N320AA,117,JFK,LAX,353,2475,13,41
2013,3,17,1440,-5,1826,7,DL,N712TW,963,JFK,LAX,365,2475,14,40
2013,3,17,1545,20,1851,17,UA,N12109,1665,EWR,LAX,338,2454,15,45
